index,sentence,label
694,"BISHKEK, Kyrgyzstan — The former head of Kazakhstan’s powerful intelligence agency was arrested on suspicion of treason, officials said on Saturday.",0
695,"As I interview parents for next week’s newsletter about how everyone is faring during the pandemic’s Omicron wave, there’s a recurring theme: renewed anxiety about screen time.",0
696,Families across the globe are dealing with quarantines because of coronavirus exposures or infections.,0
697,"After the Chicago teachers’ union voted Tuesday not to report to school buildings over concerns about the city school district’s preparedness for Omicron, classes have been canceled for the past three days.",0
698,"Friday, for the second time this week, several school districts in the Washington, D.C., area were closed or experienced delayed openings because of snow.",0
699,"As the international climate correspondent for The Times, Somini Sengupta covers the human toll of climate change, particularly the impact on vulnerable populations.",0
700,"An Omicron-fueled surge of coronavirus cases sowed chaos across the United States this week, leaving employers and schools to wrestle with widespread disruptions caused by labor or testing shortages.",0
701,Q: I live in an Upper West Side condo with many rent-stabilized apartments.,0
702,"A few weeks ago, all the residents — both renters and owners — received a threatening letter from the managing agent saying that the board can impose fines on tenants if they take their dogs outside through the lobby.",0
703,"Instead, we must use a service elevator and exit through a long service hallway, both of which are often full of obstructions because they’re used by contractors and maintenance workers.",0
704,"Tenants must carry their dogs in the elevator now, too.",0
705,"ISLAMABAD, Pakistan — At least 21 people died on Saturday when their cars became stuck on snow-covered roads leading to a popular tourist town just outside Islamabad, Pakistan’s capital.",0
706,MOSCOW — The embattled president of Kazakhstan has the pedigree of an international technocrat.,0
707,"The son of prominent intellectuals, he studied in Moscow at a premier academy for diplomats, and later worked in the Soviet Embassy in Beijing.",0
708,"He served as a key adviser to the strongman who ruled the oil-rich Central Asian country as a fief for nearly three decades — and then, in 2019, became his heir.",0
709,Many of us have confronted more death and sickness than ever before in our careers.,0
710,"The pace of daily new infections of the coronavirus has nearly doubled in the past week, surpassing two million known cases a day, underscoring just how quickly the Omicron variant has spread around the world.",0
711,"The Omicron variant has toppled a slew of Broadway shows, disrupted dance productions, postponed festivals, forced the cancellation of dozens of concerts, and closed the mighty Vienna State Opera for almost a week.",0
712,"But it has yet to stymie the Metropolitan Opera, the largest American performing arts organization, which has not missed a performance this season.",0
713,"New York City’s new police commissioner has expressed severe dissatisfaction with the policies of the new Manhattan district attorney, sending an email to all officers late on Friday that suggests a potential rupture between City Hall and the prosecutor over their approaches to public safety.",0
714,"After all, 80 percent of them fail to stick.",0
715,"The Metropolitan Museum of Art in New York City has a long history of “period rooms” that use art, architecture and furnishings to convey a sense of bygone eras.",0
716,"Marilyn Bergman, who with her husband, Alan Bergman, gave the world memorable lyrics about “misty watercolor memories” and “the windmills of your mind” and won three Academy Awards, died on Saturday at her home in Los Angeles.",0
717,"Robert J. Birnbaum, who as president of the New York Stock Exchange was credited with helping to navigate a major financial crisis during the U.S. stock market’s plunge on what became known as Black Monday in 1987, and who later helped design market circuit breakers to head off future panics, died on Dec. 23 at his home in Boca Raton, Fla.",0
718,"A high school student in Connecticut died after he was severely hurt during a junior varsity ice hockey game on Thursday, officials said, leaving his team and school community reeling from his death.",0
719,"The new movie “Don’t Look Up,” about a collision between a planet-killing comet and a frivolous America, is something of a critical failure — its score on RottenTomatoes.com is currently only 55 percent fresh — but a clear cultural success.",0
720,Following reports that the actor Alec Baldwin’s cellphone had not yet been turned over to officials investigating the fatal shooting on the “Rust” film set — weeks after a search warrant was granted — Mr. Baldwin said on Saturday that any suggestion that he was not complying with law enforcement was a “lie.”,0
721,"NASHVILLE — Mariah Bell, a newly minted national champion, knows that she is considered “ancient” in the sport of women’s figure skating.",0
722,But she wants you to know that she is proud of it.,0
723,"An Asian immigrant in New York died last week after he was left in a coma by a brutal assault in April that the police said was a hate crime, officials said.",0
724,"A worker was fatally injured in a mine collapse in Fayette County, Pa., on Friday afternoon, the Pennsylvania Department of Environmental Protection said in a statement.",0
725,Demonstrations against pandemic restrictions were waged across Europe on Saturday.,0
726,"Over 15 years, a Pennsylvania state trooper, Jay Splain, fatally shot four people in separate incidents.",0
727,We obtained dash cam footage of one of those killings.,0
728,"Max Julien, the sultry, soft-voiced actor and screenwriter who rose to pop-culture prominence with his starring role in “The Mack,” a 1973 film about the rise and fall of a pimp, died on Jan. 1 at a hospital in Los Angeles.",0
729,Twenty or so lawyers and activists quietly arrived at a gaudy “Nice Home Party” rental villa near the Chinese seaside.,0
730,"They ate takeout food, sang along to a karaoke machine and played table soccer.",0
731,But they also had a serious purpose: discussing China’s besieged human rights movement.,0
732,"Elmo wants the oatmeal raisin cookie, which is on a counter.",0
733,"Stephen Lawrence, who provided a soundtrack of sorts for countless childhoods as the music director for the landmark “Free to Be … You and Me” album and television special and as a longtime composer for “Sesame Street,” died on Dec. 30 at a medical center in Belleville, N.J.",0
734,"In his three-decade Senate tenure, Mr. Reid oversaw the passage of landmark legislation, including the Affordable Care Act, a sweeping economic stimulus and a new set of rules for Wall Street.",0
735,"The body of a Virginia man who tried to walk home after his vehicle had broken down during a snowstorm this week has been found, the Louisa County Sheriff’s Office said on Friday.",0
736,"WASHINGTON — President Biden and former President Barack Obama honored Harry M. Reid on Saturday as a loyal son of Nevada who rose to become a plain-spoken but pivotal leader in the Senate, where he steered landmark Democratic legislation while tolerating little vanity or praise.",0
737,“What is the standard we accept as a norm in our society for people who don’t have a lot of money and need a place to live?”,0
738,An article this weekend on Page 2 misstates Jona Tajonera’s ethnicity.,0
739,PHILADELPHIA — The team clad in midnight green uniforms and white pants also wore winged helmets.,0
740,Its game Saturday night was — checks notes — contested in Philadelphia.,0
741,"So it stood to reason that the team had to have been the Eagles, though not even the most loyal of the team’s tailgating fans might have recognized the surnames on the backs of many of those jerseys.",0
742,"On New Year’s Day, when Eric Adams was sworn in as the 110th mayor of New York City, in his right hand he raised high above his head a framed portrait of his mother, Dorothy Mae Adams-Streeter, pictured in a brandy snifter.",0
743,"His left hand rested over her Bible, where she kept notes, letters and old pictures.",0
744,"In the cities that were among the first to experience rapid rises in Covid cases due to Omicron, serious outcomes including I.C.U.",0
745,stays and deaths are following case curves upward.,0
746,"It was a startling disappearing act, one for the ages.",0
747,"Right at the moment when Hitler killed himself in his bunker on April 30, 1945, Germany was magically transformed from a genocidal Reich to a place where there were barely any Nazis to be found.",0
748,"Gia Ganesh is a people person, so she loved running people operations — what many companies now call human resources — at Florence Healthcare.",0
749,"She led the health care technology company’s recruitment efforts, met with expecting moms planning for maternity leave and helped staff decide whether to spend their wellness benefits on therapy or a massage.",0
750,"It’s not uncommon, at some point in the interviewing process, for reporters to ask sources a simple question: “Why are you talking to me?” Sometimes — not always — the answer reveals information that deepens the understanding between source and reporter.",0
751,"KYIV, Ukraine — Peace negotiations are usually thought to involve two sides brought together by a mediator trying to tease out possible compromises, far from the anger and destruction of the battlefield.",0
752,LOS ANGELES — Steven Spielberg directing a dance-filled musical through the streets of New York.,0
753,Lady Gaga channeling her Italian roots.,0
754,"WASHINGTON — Angie Simms had been searching for her 25-year-old son for a week, filing a missing persons report and calling anyone who might have seen him, when the call came last August.",0
755,"Her son, Erik A. Molix, was in a hospital in El Paso, Texas, where he was strapped to his bed, on a ventilator and in a medically induced coma.",0
756,"CHICAGO — With infection rates mounting, the Omicron variant has ushered in a new and disorienting phase of the pandemic, leaving Americans frustrated and dismayed that the basic elements they thought they understood about the coronavirus are shifting faster than ever.",0
757,"In her new book, “The Myth of Closure: Ambiguous Loss in a Time of Pandemic and Change,” Pauline Boss considers what it means to reach “emotional closure” in a state of unnamable grief.",0
758,"The owner of a Georgia auto-repair shop who dumped 91,500 oil-covered pennies in a former employee’s driveway was not just creating a sticky mess that took nearly seven hours to clean up, the U.S. Department of Labor said.",0
759,HONG KONG — It was quite a bash for a Monday night.,0
760,"More than 170 people, many of them members of Hong Kong’s political elite, gathered at a tapas restaurant to celebrate the birthday of a local delegate to China’s rubber-stamp legislature.",0
761,Businesses were grappling with increased staff shortages while workers called in sick or tested positive for Covid-19 as well as shifting guidance on what they are required to do to keep their workers safe.,0
762,"On Friday, the Supreme Court heard arguments on the legality of two rules from the Biden administration: One requires large private businesses to ensure workers are vaccinated or undergo weekly tests and the other requires some health care workers to be vaccinated.",0
763,"BEIRUT, Lebanon — A Saudi princess, a critic of her country’s government who was jailed nearly three years ago after publicly questioning government policy, has been released, a legal adviser to her family said on Sunday.",0
764,"RIPON, England — Samuel West was limping.",0
765,"Abstract geometric designs at Big Bend National Park in Texas that had survived for thousands of years were “irreparably damaged” by vandals who scratched names and dates into the prehistoric designs, the National Park Service said.",0
766,"In his 2020 book “Politics Is for Power,” Eitan Hersh, a political scientist at Tufts, sketched a day in the life of many political obsessives in sharp, if cruel, terms.",0
767,"In a December New Yorker profile of the actor Jeremy Strong, who plays Kendall Roy on the HBO show “Succession,” colleagues, friends and classmates painted him as a person who, in internet-speak, “has no chill.” His intense and sometimes extreme devotion to his craft was extensively documented and skewered.",0
768,It’s perhaps an understatement to say that Americans have a difficult and contradictory relationship with our bodies.,0
769,"BISHKEK, Kyrgyzstan — At least 5,800 people have been detained and more than 2,000 injured during several days of violence last week in Kazakhstan, government officials said on Sunday, after protests ignited by a fuel price hike set off a political crisis and prompted the president to seek help from a Russia-led security alliance to restore order.",0
770,Airlines canceled thousands more flights in recent days as the industry tried to move past its holiday hangover.,0
771,"A freelance writer, Ruth Shalit Barrett, accused The Atlantic of defamation in a lawsuit that centers on the rare retraction of a magazine article.",0
772,"RIO DE JANEIRO —  Ten people were killed in southeast Brazil when the face of a massive cliff collapsed at a popular tourism spot, the authorities said Sunday.",0
773,"At least 19 people, including nine children, were killed in a fire in a Bronx apartment building on Sunday morning, according to a city official who was not authorized to speak publicly, in what officials described as one of the city’s worst fires in recent memory.",0
774,Wesley Patterson was in the bathroom just before 11 a.m. on Sunday when his girlfriend knocked on the door to say that she saw flames coming out of another unit.,0
775,"WASHINGTON — President Biden has begun his second year in office by lashing out at Republicans, embracing forceful new attacks meant to define a choice for voters between Mr. Biden’s Democrats and a Republican Party still under the thumb of former President Donald J. Trump.",0
776,Border officials said they denied him entry because he had not provided evidence to justify being exempted from the country’s Covid vaccination requirement for all arrivals.,0
777,"A malfunctioning space heater caused the fire in a Bronx apartment Sunday, and an open door to the apartment allowed thick, black smoke to quickly fill the high-rise building, Fire Department Commissioner Daniel Nigro said.",0
778,"Stetson Bennett, a University of Georgia quarterback, spent last summer not all that sure what to make of a freshman named Brock Bowers.",0
779,Roughly 200 firefighters responded to the scene after a fire broke out at a 120-unit apartment building.,0
780,"Officials said it was caused by a space heater, sparking one of New York City’s worst fires in recent memory.",0
781,We’ve enlisted experts to answer an essential question as a weekly service to readers: Are the Jets and the Giants good yet?,0
782,MONDAY PUZZLE — Talk about top-of-the-line: This is Lynn Lempel’s 97th New York Times Crossword!,0
783,"And they don’t call her the Queen of the Mondays for nothing — of those 97 puzzles, this is her 70th Monday puzzle.",0
784,"NASHVILLE — Nathan Chen, one of the most successful figure skaters in U.S. history, skated in his own stratosphere on Sunday at the U.S. national championships.",0
785,"Emergency workers in the Seattle area were assessing the damage on Sunday after torrential rain and heavy snowfall hit a large part of the region, making Washington’s largest city a virtual island.",0
786,"Seattle recorded two inches of rain on Thursday, its seventh-wettest January day on record, and last week ranked No.",0
787,5 on Seattle’s list of its wettest first week of January.,0
788,"It started as a lazy Sunday morning, cold and gray outside.",0
789,Residents at the Twin Parks North West tower in the Bronx awoke to children and chores — and then the morning twisted in an instant into a blackening nightmare.,0
790,The Los Angeles Rams pushed the chips in on this season.,0
791,"That much was clear when the team traded for Matthew Stafford, just the sixth N.F.L.",0
792,"quarterback to throw for at least 40 touchdowns in multiple seasons, last January.",0
793,"Bob Saget, the stand-up comic and actor who was known as Danny Tanner on the long-running sitcom “Full House,” as the host of “America’s Funniest Home Videos” and for his deadpan, ribald stage routines, was found dead on Sunday in Orlando, Fla.",0
794,"WASHINGTON — Representative Jim Jordan, Republican of Ohio, announced on Sunday that he was refusing to cooperate with the House select committee investigating the Jan. 6 attack on the Capitol, joining a growing list of allies of former President Donald J. Trump who have adopted a hostile stance toward the panel’s questions.",0
795,Follow live coverage of the Bronx apartment fire.,0
796,The high-rise in the Bronx where 17 people died in a fire on Sunday was home to many African immigrants who chose their apartments for the close-knit community and proximity to local mosques.,0
797,It feels like a scene from the Cold War.,0
798,"On Oct. 17, Lexie Brown became a W.N.B.A champion.",0
799,She and the Chicago Sky defeated the Phoenix Mercury to win the first title in franchise history.,0
800,"Yet, four months prior, Brown was sitting at home wondering if she would ever find her way back into the league.",0
801,Russian and American officials met last night to begin high-stakes negotiations over threats to Ukraine and a widening gulf between Moscow and the West.,0
802,There was deep pessimism on both sides that a diplomatic solution was within reach.,0
803,"Myanmar’s ousted civilian leader, Daw Aung San Suu Kyi, was convicted Monday and sentenced to four years in prison for possessing walkie-talkies in her home and for violating Covid-19 protocols.",0
804,"Before he took office as mayor of New York City, Eric Adams repeatedly said that his top priority was to serve as the city’s cheerleader and promote its recovery.",0
805,"SUSANVILLE, Calif. — The Mauldin family loved their house.",0
806,"They bought it during the financial crisis and spent a lot of money to upgrade the tan, farmhouse-style home.",0
807,An entirely new kitchen and new floors.,0
808,Rows of lilac bushes lining the driveway.,0
809,"ISLE OF RUM, Scotland — No doctors.",0
810,And worst of all for some: no pubs.,0
811,“We live in a world now where people associate sunny and hot weather with positivity and happiness and rainy and dark as negative.,0
812,"But there is beauty in everything, and I quite enjoy cold, windy and stormy weather.”",0
813,"BRUSSELS — The European Union’s foreign policy chief, Josep Borrell Fontelles, visited Ukrainian troops in the contested Donbas region last Wednesday, staring through a fence at the positions of Russian-backed separatists.",0
814,"Featured Article: “After 110 Years, an Overdue Book Is Returned to a Library in Idaho” by Alyssa Lukpat",0
815,“Am I dipping into the spiritual realm and the infinite game of life?,0
816,OLGA DIES DREAMINGBy Xochitl Gonzalez,0
817,Have you heard of “sleep accounts” on social media that catch students dozing off in class?,0
818,"As the Omicron tsunami crashes ashore in New York City, the comforting news that this variant generally causes milder disease overlooks the unfolding tragedy happening on the front lines.",0
819,One of the biggest fashion trends of late 2021 didn’t have to do with color or skirt length or sequins but rather with sustainability.,0
820,"Or, to be specific, the appearance of clothing labels with data that consumers can use to trace the creation of a potential purchase.",0
821,"NASHVILLE — It was 78 degrees here on New Year’s Day, a record high for Nashville, and I broke into a sweat just packing for a weekend on the Cumberland Plateau.",0
822,“Did you remember to bring your coat?” my husband asked when I got into the car.,0
823,Walking into Dress Shoppe II is like walking into an emporium of color and cloth.,0
824,"The shelves are overflowing with hand-embroidered fabrics and saris, the racks are tightly packed with kurtas and salwar suits, and even the ceilings are covered in intricate tapestries.",0
825,"Below the main floor of the shop, there are two storage floors packed with piles of additional product.",0
826,"This year, the second in a row, the Times Travel desk faced the challenge of creating one of our signature pieces of journalism, the annual “52 Places” list, in a world turned upside down.",0
827,Food cravings are a normal part of the human experience; studies show that more than 90 percent of people have them.,0
828,"(In fact, who are those unicorns who’ve never had cravings?)",0
829,"Bret Stephens: Happy ’22, Gail.",0
830,Hope your year is off to a good start.,0
831,"Eager to get your thoughts on Covid 3.0, which nearly every other person I know seems to have.",0
832,"WASHINGTON — For years, burly men in camouflage hunting jackets have been a constant presence in the Capitol Hill office of Senator Joe Manchin III, their United Mine Workers logos giving away their mission: to lobby not only for the interests of coal, but also on more personal matters such as pensions, health care and funding to address black lung disease.",0
833,"In the last two years, the letters I.C.U.",0
834,"have become almost as familiar to the listening and reading public as PBS and NBC, as intensive care units across the country have been overwhelmed with people suffering from severe Covid-19.",0
835,"Meanwhile, medical personnel continue to struggle to care for patients with serious injuries, diseases or surgical complications who also require critical care.",0
836,"If you have a wood-burning fireplace, a functional fireplace screen is essential to keep the room from being showered with burning embers.",0
837,"KAMPALA, Uganda — Uganda reopened its schools on Monday after the longest pandemic-prompted shutdown in the world, but educators and others say that the closing has taken a lasting toll, eroding decades of classroom gains in the East African nation.",0
838,"It has a helipad, of course, plus a swimming pool and all the other high-tech amenities required by its Russian billionaire owner, Roman Abramovich.",0
839,What else do you know about this African country with about 45 million people?,0
840,This year’s Golden Globes ceremony was muted.,0
841,"Instead of a celebrity-filled evening, broadcast on NBC, the results were live tweeted from a room in the Beverly Hilton.",0
842,Jennifer Nuzzo is a health expert who has become nationally prominent during the pandemic.,0
843,She is the leading epidemiologist for Johns Hopkins University’s much-cited data collection on Covid-19 testing.,0
844,She is active on Twitter and quoted frequently in the media.,0
845,"She can explain complex ideas in clear terms, and she has often been prophetic about Covid.",0
846,"Last year was Earth’s fifth hottest on record, European scientists announced on Monday.",0
847,"In reality, it continues to wreak havoc on the entertainment industry.",0
848,Klay Thompson of the Golden State Warriors has never been known as a leaper.,0
849,"He used to have a running competition with Zaza Pachulia, a former teammate, to see who could finish each season with the most dunks.",0
850,"As more of an earthbound athlete, Thompson knew his dunks were cause for celebration.",0
851,"Public school students in Chicago woke up Monday facing another day of canceled classes, as a labor stalemate continued between the city and its teachers’ union over in-person instruction and pandemic safety.",0
852,"A former police officer in Tulsa, Okla., was sentenced on Friday to 25 years in prison for the 2014 killing of his daughter’s boyfriend after a jury found him guilty of second-degree murder in his fifth trial in the case.",0
853,"On Sunday, a five-alarm fire ignited in a 19-story Bronx apartment building, filling the high-rise with thick plumes of smoke that trapped tenants in stairwells and filled their lungs.",0
854,"Senator Elizabeth Warren, Democrat of Massachusetts, asked the Federal Reserve in a letter sent Monday to release more information about a series of financial trades that several top officials made in 2020, when the Fed was actively propping up markets.",0
855,"A midcentury-modern home in Sacramento, a two-bedroom condominium in Los Angeles and a Cliff May-designed ranch house in Long Beach.",0
856,"This house was designed by John Harvey Carter, an architect who designed more than 400 private and public buildings in the Sacramento area and served as a member of the city’s planning commission.",0
857,"It has been owned by the same family since it was built, and the sellers have updated the bathrooms and the kitchen while maintaining the original layout, which includes midcentury flourishes like a sunken living room and a reflecting pool.",0
858,"The Bronx fire that killed 17 people on Sunday was the deadliest fire in New York since 1990, when a fire at a Bronx nightclub left 87 dead.",0
859,"This fellowship is to provide mentorship and support for constructors from underrepresented groups, including women, people of color and the L.G.B.T.Q.",0
860,"We want our puzzles to reflect the reality of all Americans, which means we want to publish work that reflects a diverse range of cultural reference points, language usage and communities.",0
861,This fellowship is for constructors who have not yet been published by The New York Times.,0
862,"Health officials in India have reported an increasing number of people refusing to wear masks, despite rising case numbers fueled by the Omicron variant, with rule breakers’ excuses including seeing masks as a sign of weakness or as simply unhelpful in preventing infection.",0
863,"Google wrongly claimed attorney-client privilege to protect documents subpoenaed in a National Labor Relations Board case filed by former employees who say the company fired them because of their unionization efforts, a labor judge has ruled.",0
864,"The soundtrack to “Encanto,” the new Disney animated film, has reached No.",0
865,"1 on the Billboard chart, displacing Adele’s “30” after a six-week run at the top.",0
866,It takes a special kind of optimist to believe that the microwave bean and cheese burrito at the gas station might actually be good.,0
867,"With dramatic timing seen frequently in the movies but rarely with an actual life on the line, rescuers pulled a pilot from the wreckage of his plane’s crash landing just seconds before a train smashed into it in Los Angeles on Sunday.",0
868,Christy Smith has never been tested for the coronavirus.,0
869,"As a blind person, she can’t drive to testing sites near her home in St. Louis, and they are too far away for her to walk.",0
870,Videos captured the moment Los Angeles police officers pulled a pilot from the wreckage of a plane just before a train slammed into it.,0
871,"To safeguard the most important royal correspondence against snoops and spies in the 16th century, writers employed a complicated means of security.",0
872,"They’d fold the letter, then cut a dangling strip, using that as an improvised thread to sew stitches that locked the letter and turned the flat writing paper into its own envelope.",0
873,INDIANAPOLIS — Freezing rain had turned the downtown sidewalks here into granite-hard slip-and-slide tracks.,0
874,"A downtown concert stage and beer garden sat vacant, a dance and light drone show was canceled, and getting a restaurant table — even a socially distant one — was no problem at all on Saturday night.",0
875,"A fire and choking smoke inside a 120-unit apartment building in the Bronx killed at least 17 people, including eight children, on Sunday and injured more than 60 others.",0
876,"New York City officials said the blaze, which drew roughly 200 firefighters and was among the city’s deadliest in decades, was likely caused by a malfunctioning space heater.",0
877,Jillian Gibson hasn’t gotten a flu shot in some 25 years.,0
878,The Toronto-based designer Sean Brown made a splash in 2020 with rugs inspired by classic CDs that you might have come across while scrolling through Instagram.,0
879,"In just a few years, Curves, which started with an event at a Toronto gallery, has grown into a contemporary homeware brand that offers products inspired by hip-hop (a color-changing umbrella featuring lyrics from Mobb Deep and Missy Elliott; a grocery tote depicting music video stills), stocked by stores around the globe.",0
880,"ROME — Saturday was a bad news, good news sort of day for Sabrina Lattuca, the mayor of Realmonte, a small town on the western coast of Sicily.",0
881,"David Culley, who won four games in one season as the Houston Texans’ head coach, was fired Thursday, adding to a growing list of N.F.L.",0
882,coaches who find themselves out a job now that the regular season has ended.,0
883,"Zora Neale Hurston’s best-known sentence, judging by its appearance on coffee mugs and refrigerator magnets, is this one: “No, I do not weep at the world — I am too busy sharpening my oyster knife.”",0
884,"The bizarre life of Robert A. Durst, the wayward scion of a vast New York real estate dynasty, ended on Monday when he died at 78 in a California hospital while serving a life sentence for murder.",0
885,"Robert A. Durst, the scion of a New York real estate dynasty whose life dissolved in a calamity of suspicions over the unsolved disappearance of his first wife, the execution-style murder of a longtime confidante and the killing and dismemberment of an elderly neighbor, died early Monday as a prisoner in Stockton, Calif.",0
886,"There’s not a moment to breathe on the new album by the Weeknd, “Dawn FM” — no spaces for resolution and calm, no indications of a world outside of its borders.",0
887,Federal authorities are investigating a devastating Bronx fire that city officials have said was caused by an electric space heater that malfunctioned in an apartment bedroom.,0
888,"SAN JOSE, Calif. — If you wondered what it was like to serve as a juror in Silicon Valley’s trial of the decade, Susanna Stefanek can tell you.",0
889,"PORT-AU-PRINCE, Haiti — After Haiti’s president was assassinated and the country slid into turmoil, Ariel Henry became head of the government, responsible for bringing the killers to justice and helping the country heal.",0
890,"“Push!” the choreographer Oona Doherty shouted, as a group of young women sprinted in a circle to a propulsive drumbeat.",0
891,"It was a chilly night at the Gibney dance studios near Union Square, with the windows wide open to improve ventilation, a safety measure in the midst of the Omicron wave.",0
892,"Even for a critic who attends performances as a way of life, there were more than a few similarities to “Groundhog Day” in seeing four shows over 48 hours at the Metropolitan Opera this weekend.",0
893,"In the aftermath of Hurricane Katrina, which struck in August 2005, many New Orleans public schools were closed for several months.",0
894,The median amount of time missed by students who resumed their education in Louisiana was about five weeks.,0
895,"When schools began reopening in 2006, teachers and administrators reported that the majority of kids were significantly behind in learning, most notably in math.",0
896,"EAST RUTHERFORD, N.J. — When the Giants (4-13) played the Washington Football Team (7-10) at MetLife Stadium on Sunday, both already having been eliminated from the N.F.L.",0
897,"Ibérico, the prized pork from Spain’s free-ranging heirloom breeds is best known in its cured state, as ham.",0
898,"But fresh Ibérico in the muscle cuts typical in Spain, is delicious roasted, grilled or pan-seared.",0
899,"Campo Grande, an American company that works directly with small farmers in Spain, is a new source for the meat.",0
900,"The founder, Kurt Oriol, who is from Spain, had previously helped create Iberian Pastures, a company that raises Spanish heirloom breed pigs in Georgia.",0
901,"Campo Grande sells a box of assorted cuts of pork: a hefty four-rib roast, a thick presa from the loin for roasting or grilling, and two prized shoulder sections, pluma and secreto.",0
902,"Each one provides at least four servings of succulent, tender meat, best cooked just shy of medium.",0
903,The company is also importing aged beef and some seafood.,0
904,"A satiny washed-rind beauty named Prufrock was the first cheese made at the Grey Barn, a farm and dairy on Martha’s Vineyard, which was established in 2009 and began selling the cheese in 2012.",0
905,"The tidy eight-ounce square, encased in an edible orange-hued rind, has collected awards over the years, and in the 2021 World Cheese Awards, Prufrock was one of six cheeses from five countries to win gold in the general washed-rind category.",0
906,"It also won recognition at the first New York International Cheese competition, held last summer.",0
907,"The cheese, made from organic milk, has alluring washed rind funkiness, with a scent of dried wildflowers and a yeasty, briny tang on the palate.",0
908,"Eric and Molly Glasgow, the farm’s owners, decided to go poetic with the name instead of giving it a local tie-in.",0
909,"It’s named for Benjamin Banneker, an 18th century African American mathematician and astronomer and the subject of a poem by Rita Dove.",0
910,"The deep amber syrup is thick and scented of earth and smoke, elements that carry into its rich flavor.",0
911,Mr. Clark uses the syrup in an old-fashioned.,0
912,I like it over cornbread and buckwheat pancakes.,0
913,The cookware from the California company Hestan is made in Italy and designed for the professional and the amateur.,0
914,"The pans are stainless steel with an aluminum core, have handles designed to stay cool, are made with flush rivets on the inside for better cleaning and have two universal lids.",0
915,"Some come with nonstick finishes, though none have the company’s excellent Titanium finish that’s used in a different series of pans.",0
916,"It was created by Alexander Smalls, the Harlem chef, restaurateur and performer, with TGP International, a hospitality management company based in London.",0
917,"The lineup includes Mr. Smalls’s own Shoebox Bakery, Chicken Coop and Sweet Ophelia’s, an Afro-Asian wok bar.",0
918,"Le Moné, a new Meyer lemon drink made in Hammondsport, N.Y., has enough bright, citric flavor to cancel winter.",0
919,"It is called an aperitif wine because its base alcohol is wine, from the Finger Lakes region in western New York.",0
920,"Eric Bachli, a former brewmaster at Sixpoint Brewery in Brooklyn, collaborated with Max Nevins, also of Sixpoint Brewery, and Marissa Reiser, a sommelier, to create the aperitif.",0
921,California brandy adds a kick to the 32 proof drink.,0
922,"Restrained sweetening is provided by organic blue agave syrup from Mexico, and Meyer lemons, mostly from a distillate using the peels, create the lightly bitter citric profile.",0
923,"It’s mellow yet refreshing on the rocks or in a spritz; it finds its calling added to dry gin, martini-style with a twist.",0
924,Glenn Hubbard tried to dissuade President George W. Bush from putting tariffs on imported steel.,0
925,"Don Maynard, the Hall of Fame wide receiver who teamed with Joe Namath in the passing attack that propelled the Jets to their storied 1969 upset victory in the Super Bowl, died on Monday at an assisted living facility in Ruidoso, N.M.",0
926,"GUANTÁNAMO BAY, Cuba — Four months to the day after the Sept. 11 attacks, a photographer hoisted a camera above shiny new razor wire and took a picture of 20 prisoners on their knees in orange uniforms, manacled, masked and heads bowed.",0
927,"Twenty years ago, a recent college graduate named Jesse Watters joined Fox News as a production assistant.",0
928,"He finagled his way into an on-camera gig as a sidekick to Bill O’Reilly, before expanding his ambush-style man-on-the-street interviews into a weekend program and a role as co-host of the talk show “The Five.”",0
929,"Carl Bennett, who transformed an $8,000 investment in a second-floor “Walk-Up-&-Save” store in Port Chester, N.Y., in 1951 into Caldor, the regional discount powerhouse chain that he sold three decades later for $313 million, died on Dec. 23 at his home in Greenwich, Conn.",0
930,"Chris Dickerson, who as the first Black man to win the Mr. America contest shook up the musclebound world of bodybuilding and established himself as one of its elite competitors, died on Dec. 23 in Fort Lauderdale, Fla.",0
931,"Imagine you’re at a restaurant one night, and after dinner you decide to order not one but two slices of cheesecake for dessert.",0
932,Many would say that’s unhealthy — or at least indulgent — but everyone deserves a treat once in a while.,0
933,"INDIANAPOLIS — The College Football Playoff’s ambitions for expansion stalled on Monday, when the sport’s leading power brokers proved unable to agree on a plan almost seven months after some of them publicly proposed a 12-team format.",0
934,"The National Labor Relations Board announced Monday that it had certified a victory for a union at a second Starbucks store in the Buffalo area, where votes were tallied in December but remained inconclusive as the union challenged the ballots of several employees it said did not work at the store.",0
935,"At the bottom of a lagoon at a nature reserve in England, a secret lay dormant for millenniums, hidden by mud, water and ice.",0
936,Common bottlenose dolphins have sex frequently — very likely multiple times in a day.,0
937,"The most famous bulldog in Indianapolis these days is Butler Blue IV, the mascot at Butler University.",0
938,"The Giants have had only five general managers since 1974, a spell of stability and patience illustrated by the four Super Bowl trophies on display at their headquarters in East Rutherford, N.J.",0
939,A lawsuit filed in federal court on Sunday accused 16 of the nation’s leading private universities and colleges of conspiring to reduce the financial aid they award to admitted students through a price-fixing cartel.,0
940,"The Dukuray family had followed the same path as many of their neighbors, leaving the small West African nation of Gambia over a decade ago to join a tight-knit immigrant enclave in the Bronx.",0
941,"When Donald J. Trump won the presidency in 2016, he ignited a debate within the Democratic Party over what sort of coalition it needed to assemble to win power.",0
